#Table1
u,g,r,i,z,class,z1,zerr
18.58184,17.40252,16.91438,16.6259,16.40261,GALAXY,0.07986956,1.056963E-05
19.5608,17.51216,16.46057,15.97214,15.5759,GALAXY,0.09777714,1.709184E-05
19.5113,18.35231,17.63323,17.22137,16.94042,GALAXY,0.1456492,7.878682E-06
19.12836,18.1188,17.65721,17.36938,17.19896,GALAXY,0.1064094,9.854361E-06
19.32032,18.27201,17.88515,17.66998,17.51869,GALAXY,0.01495607,1.2856E-05
18.41508,17.12813,16.43632,16.05197,15.76131,GALAXY,0.1041234,2.120104E-05
19.33499,17.38324,16.41509,15.99036,15.6346,GALAXY,0.1036597,2.148321E-05
19.4474,18.08175,17.14944,16.67689,16.34574,GALAXY,0.1071493,2.386974E-05
18.53324,17.14495,16.43756,15.98697,15.65168,GALAXY,0.05484087,7.555282E-06
19.46096,17.65656,16.73438,16.31983,15.93291,GALAXY,0.1023476,3.102744E-05
17.55762,16.4454,15.93796,15.59218,15.39212,GALAXY,0.05890715,5.80072E-06
18.90791,17.82523,17.3971,17.16964,16.93486,GALAXY,0.03655925,6.742253E-06
18.65044,18.5897,18.34734,18.38396,18.62429,QSO,1.121082,0.0003383448
18.40814,18.15699,17.92313,17.6362,17.59696,QSO,1.73649,0.0002889598
19.34896,17.72511,16.7448,16.21316,15.84675,GALAXY,0.1018652,1.25061E-05
19.42309,17.67441,16.79964,16.28016,15.85809,GALAXY,0.03694522,1.874873E-05
17.7678,15.92856,14.96559,14.49408,14.13288,GALAXY,0.03350199,1.037919E-05
18.48829,17.61073,17.43122,17.24188,17.09705,GALAXY,0.03467487,7.622067E-06
19.37394,17.37879,16.432,15.9863,15.6387,GALAXY,0.06905991,1.359666E-05
19.11098,17.92905,17.29986,16.94955,16.68421,GALAXY,0.1044629,9.436005E-06
19.03434,17.8008,17.09634,16.66804,16.40042,GALAXY,0.1253982,7.930069E-06
19.4449,18.30891,17.47006,17.06088,16.75556,GALAXY,0.1539818,1.659333E-05
19.48398,18.27409,17.66763,17.21984,16.97328,GALAXY,0.117683,1.177294E-05
18.11034,16.65678,15.88098,15.45752,15.16152,GALAXY,0.09509417,1.489E-05
18.57241,16.85783,16.00896,15.51554,15.18412,GALAXY,0.1019413,1.452215E-05
18.68144,18.70317,18.44048,18.15186,18.07301,QSO,1.738113,0.0001767686
17.20873,15.2209,14.34133,13.88732,13.53804,GALAXY,0.03506072,8.045939E-06
18.83544,17.72214,17.1205,16.76054,16.48926,GALAXY,0.03688113,5.972908E-06
19.41755,19.03087,18.88865,18.9394,18.74247,QSO,0.8261269,0.0002207499
19.41176,18.03236,17.48145,17.15841,17.04107,GALAXY,0.05471237,1.087505E-05
18.28701,16.23315,15.19236,14.69016,14.31638,GALAXY,0.1051852,2.280776E-05
19.39217,18.01637,17.30035,16.86304,16.59771,GALAXY,0.06414019,9.259905E-06
17.78038,16.89324,16.5944,16.27255,16.16089,GALAXY,0.06956982,4.983041E-06
19.11308,17.64228,16.90746,16.47297,16.13078,GALAXY,0.05571844,1.303475E-05
17.06005,15.44572,14.69263,14.28369,13.97116,GALAXY,0.05892257,6.448718E-06
18.97826,17.74215,17.1872,16.85316,16.64952,GALAXY,0.07273773,1.166972E-05
19.09457,17.89545,17.35317,17.01033,16.85222,GALAXY,0.1430623,7.865689E-06
18.86022,17.68566,17.21707,16.97726,16.77712,GALAXY,0.03203229,9.301832E-06
17.52226,15.96607,15.22603,14.84733,14.56304,GALAXY,0.03273444,1.00777E-05
17.64893,15.74857,14.88587,14.41833,14.06192,GALAXY,0.04354434,1.218959E-05
18.96456,17.71856,17.16995,16.82265,16.65981,GALAXY,0.06366071,1.599513E-05
19.28578,17.24123,16.29747,15.86504,15.50361,GALAXY,0.06918518,1.831784E-05
18.75864,18.4566,18.31131,18.04447,18.01,QSO,1.665922,0.0002813853
19.03321,17.63533,16.90001,16.49272,16.19452,GALAXY,0.1098518,1.434891E-05
18.62347,17.3601,16.6757,16.22972,16.01219,GALAXY,0.1353363,1.010523E-05
18.75906,18.62479,18.51805,18.5035,17.97424,QSO,0.3574483,4.12117E-05
19.12503,17.20046,16.23655,15.78683,15.44377,GALAXY,0.08437167,1.755041E-05
19.27177,18.07884,17.50496,17.0895,16.89849,GALAXY,0.05401085,6.952765E-06
19.20153,17.91961,17.33493,16.98111,16.87035,GALAXY,0.09031478,1.827158E-05
19.16985,18.11086,17.56641,17.19473,17.05525,GALAXY,0.100257,6.786373E-06
19.22678,17.17384,16.198,15.78578,15.45435,GALAXY,0.0852613,2.094123E-05
17.85271,16.52497,15.89389,15.5393,15.27209,GALAXY,0.04122802,1.287417E-05
17.93593,16.65369,15.92239,15.5217,15.18262,GALAXY,0.04015566,8.32788E-06
19.11742,17.27078,16.39952,15.95449,15.64412,GALAXY,0.07499542,1.456352E-05
19.2969,17.47436,16.56595,16.11791,15.78629,GALAXY,0.07308827,2.037302E-05
18.85043,16.9622,16.0617,15.65422,15.31927,GALAXY,0.06928186,1.222751E-05
17.99697,16.50582,15.78123,15.37263,15.04512,GALAXY,0.03950315,8.084631E-06
18.48005,16.5823,15.72071,15.31151,14.98079,GALAXY,0.04026333,6.625611E-06
19.21976,18.05388,17.74927,17.49692,17.42863,GALAXY,0.04700867,5.939527E-06
19.28973,18.04465,17.48166,17.1349,17.00079,GALAXY,0.06530905,1.057909E-05
18.45271,18.29377,18.00072,18.01992,17.96419,QSO,1.046822,0.0001821022
19.45369,18.5645,18.22138,17.88287,17.77558,GALAXY,0.07709341,6.500857E-06
19.45152,18.17972,17.68375,17.44289,17.16936,GALAXY,0.0479777,1.046088E-05
17.91803,16.75684,16.32481,16.04991,15.9338,GALAXY,0.05443183,1.437914E-05
17.7374,16.62987,16.16256,15.89558,15.68204,GALAXY,0.01579544,8.092466E-06
19.44289,18.19548,17.36831,16.95389,16.64014,GALAXY,0.1388871,2.222862E-05
19.49117,17.85468,17.12928,16.71535,16.47641,GALAXY,0.09562612,1.202102E-05
19.48865,19.18068,18.81373,18.76694,18.54433,QSO,0.894991,0.0009873547
19.07383,17.08418,16.0962,15.66064,15.32084,GALAXY,0.09628302,1.594004E-05
19.46324,17.38551,16.40416,15.97523,15.61216,GALAXY,0.09777248,2.756889E-05
19.54641,17.93218,17.06607,16.61885,16.29909,GALAXY,0.09544674,1.123033E-05
19.00305,17.77353,17.29538,16.99902,16.94791,GALAXY,0.03203456,1.275999E-05
17.71133,16.40939,15.73488,15.3432,15.02907,GALAXY,0.0414769,6.843864E-06
19.55249,18.34186,17.92613,17.61623,17.42938,GALAXY,0.06660269,6.629743E-06
16.94464,15.14336,14.34952,13.9444,13.65665,GALAXY,0.03394591,7.324731E-06
19.42889,18.25864,17.68722,17.24193,17.02398,GALAXY,0.0828989,5.96038E-06
18.26824,17.06771,16.56784,16.23611,16.04527,GALAXY,0.05519965,6.373416E-06
16.34505,15.23341,14.68194,14.33917,14.10932,GALAXY,0.03462563,1.37698E-05
19.07975,17.86676,17.14222,16.64731,16.32698,GALAXY,0.08243552,9.722504E-06
16.68826,16.98681,16.66321,16.4885,23.34717,GALAXY,0.01857685,5.06089E-06
16.4338,14.43067,13.50143,13.02885,12.72234,GALAXY,0.03206888,9.614407E-06
19.09205,17.49491,17.08597,16.82521,16.76627,GALAXY,0.08801363,1.076756E-05
16.81167,15.77638,15.39923,15.19962,15.01527,GALAXY,0.01820457,5.479863E-06
18.53189,16.92855,15.98979,15.46268,15.06411,GALAXY,0.04789236,1.448851E-05
19.4782,17.96519,17.09719,16.62856,16.34105,GALAXY,0.08851903,1.235427E-05
19.1105,17.39622,16.51661,16.10767,15.80381,GALAXY,0.08741951,1.712872E-05
18.06675,17.09942,16.7867,16.56297,16.41872,GALAXY,0.03804799,6.388286E-06
19.41638,17.69656,16.74872,16.26919,15.91197,GALAXY,0.09903851,1.837536E-05
18.94606,17.64958,16.87488,16.48054,16.19822,GALAXY,0.1351029,1.627487E-05
18.61248,18.04772,17.75946,17.53307,17.49173,QSO,1.547359,0.0002704581
19.43682,18.23951,17.61405,17.26363,17.06889,GALAXY,0.08856542,1.108306E-05
18.84748,17.7655,17.49202,17.33127,17.24443,GALAXY,0.03286457,4.34888E-06
19.36555,19.08438,19.0325,18.94845,18.77088,QSO,2.180562,0.0002783597
18.55183,18.49828,18.44178,18.20176,18.06111,QSO,1.979007,0.0001490295
19.37006,19.19489,18.8559,18.70885,18.67435,QSO,1.353143,0.0003269272
19.49689,19.3502,19.33649,19.09989,19.1665,QSO,1.852302,0.0003614981
19.32289,17.92496,17.44187,17.24977,17.13066,GALAXY,0.03238683,9.400911E-06
19.36474,18.37872,17.91475,17.55024,17.44298,GALAXY,0.09274455,7.416557E-06
19.49822,17.54099,16.53599,16.10912,15.71884,GALAXY,0.1010486,1.636988E-05
19.46596,17.52411,16.41042,15.93117,15.56486,GALAXY,0.1234251,1.826808E-05
19.46485,19.05756,18.9308,19.1002,19.05087,QSO,0.9363572,0.0003231661
19.19226,17.17974,16.25714,15.79001,15.50331,GALAXY,0.06917803,1.484701E-05
19.22264,18.93608,18.9553,18.91089,18.69718,QSO,0.3965328,5.895519E-05
19.05092,17.10201,16.15631,15.71597,15.43324,GALAXY,0.1014416,2.539199E-05
19.05094,17.15618,16.26067,15.84546,15.50458,GALAXY,0.09848749,2.574031E-05
17.4509,16.59274,16.32074,16.18897,16.17592,GALAXY,0,0
17.39096,15.4837,14.64631,14.25334,13.93755,GALAXY,0.03585636,8.542547E-06
19.27368,18.32196,18.01681,17.69921,17.67885,GALAXY,0.07660003,5.556976E-06
18.43847,16.98629,16.24642,15.81354,15.51274,GALAXY,0.07808876,1.26472E-05
18.14965,16.97391,16.57403,16.33781,16.18689,GALAXY,0.05428453,7.459165E-06
19.36409,18.19739,17.74801,17.42597,17.33434,GALAXY,0.06674289,9.403509E-06
18.29047,16.27101,15.3652,14.93642,14.58822,GALAXY,0.05039981,1.100491E-05
17.93623,16.47659,15.89016,15.55594,15.299,GALAXY,0.03659207,1.795068E-05
19.42085,18.2834,17.73065,17.41,17.2702,GALAXY,0.08665409,7.885519E-06
18.32916,16.81462,16.01875,15.59431,15.24775,GALAXY,0.04774351,7.786757E-06
18.85513,16.83286,15.86255,15.42586,15.08454,GALAXY,0.08411574,1.930358E-05
18.84811,16.84159,15.88691,15.4638,15.13399,GALAXY,0.09086438,1.883664E-05
19.28714,17.88607,17.13802,16.71975,16.44107,GALAXY,0.1487752,3.939174E-05
17.84531,16.29626,15.48214,15.06273,14.74837,GALAXY,0.05971254,1.494497E-05
19.14609,18.17481,17.54029,17.13438,16.93603,GALAXY,0.137888,8.09349E-06
18.72537,17.23416,16.46346,16.03057,15.73232,GALAXY,0.06603786,1.735763E-05
19.45411,18.22297,17.69111,17.32693,17.0792,GALAXY,0.06988894,5.933585E-06
19.0623,17.91915,17.38689,17.02916,16.73599,GALAXY,0.03683759,5.817228E-06
18.92535,16.99053,16.05051,15.6291,15.27879,GALAXY,0.08798026,1.903567E-05
19.57584,19.25359,19.17145,18.95843,18.93182,QSO,1.588422,0.0005435845
19.46562,18.18976,17.64387,17.3351,17.22795,GALAXY,0.1018498,1.112952E-05
18.83081,17.59405,17.04104,16.65295,16.41831,GALAXY,0.08091567,7.070762E-06
18.52453,17.16708,16.57955,16.22849,15.95802,GALAXY,0.03920436,9.968279E-06
17.88939,15.79119,14.8419,14.38006,14.07397,GALAXY,0.08663131,2.173798E-05
19.51553,17.90855,16.9874,16.50445,16.25992,GALAXY,0.1350365,1.3305E-05
18.50127,16.66494,15.8229,15.92597,15.56748,GALAXY,0.05551946,1.18977E-05
18.98134,17.83504,17.33856,17.02885,16.80884,GALAXY,0.06205921,1.780091E-05
19.0905,17.3772,16.5966,16.20296,15.8956,GALAXY,0.03164118,1.422572E-05
18.72656,17.58098,17.10463,16.7652,16.56021,GALAXY,0.04756001,5.946885E-06
19.01347,17.78545,17.26024,16.97263,16.7272,GALAXY,0.06366544,1.134756E-05
18.4267,16.61034,15.7664,15.33708,15.02788,GALAXY,0.05530972,1.578099E-05
18.88702,17.56945,17.11758,16.79972,16.8152,GALAXY,0.07253867,1.080231E-05
19.34587,18.32895,17.83959,17.51378,17.32237,GALAXY,0.1288461,8.151571E-06
19.19403,18.1475,17.73625,17.44903,17.35603,GALAXY,0.1435732,6.104919E-06
19.27757,19.19463,18.90112,18.91402,18.93734,QSO,1.268302,0.0003376467
17.78261,16.58497,16.12127,15.86349,15.707,GALAXY,0.02943219,1.353188E-05
19.56336,17.39234,16.40655,15.96858,15.63276,GALAXY,0.08629977,1.640215E-05
18.13482,16.25842,15.43352,14.94423,14.59772,GALAXY,0.05068664,1.002641E-05
18.84501,16.9765,15.99448,15.52562,15.15499,GALAXY,0.08378306,1.823253E-05
18.91151,17.00962,16.09171,15.65032,15.32799,GALAXY,0.07793022,2.039395E-05
17.93456,16.65126,16.11881,15.80136,15.57493,GALAXY,0.03714333,1.289794E-05
18.4964,16.75647,15.87116,15.40304,15.05808,GALAXY,0.07934313,1.384531E-05
18.86548,17.65908,17.26112,17.02647,16.83315,GALAXY,0.04195389,8.285367E-06
19.39372,17.82219,16.98482,16.6173,16.33374,GALAXY,0.1427155,1.526016E-05
19.53082,19.22872,19.10057,19.12817,18.9666,QSO,0.8574401,0.0003750333
19.46361,17.37164,16.30602,15.80863,15.45451,GALAXY,0.0941351,1.658354E-05
19.16802,18.07783,17.66737,17.41775,17.27847,GALAXY,0.03984413,6.618965E-06
19.34692,18.08696,17.38847,17.03974,16.81842,GALAXY,0.08604712,1.16963E-05
18.5609,18.00261,18.13686,17.97101,18.03468,QSO,0.5738784,0.0001082452
19.30835,18.22761,17.64963,17.22162,17.05636,GALAXY,0.1276797,9.911184E-06
19.51485,18.3674,17.88079,17.59371,17.41304,GALAXY,0.05507458,8.45207E-06
19.27301,19.21322,19.24627,19.07967,19.17237,QSO,1.84501,0.0002929761
19.32581,17.79641,16.9188,16.49465,16.19455,GALAXY,0.1329016,1.832351E-05
19.3249,17.69372,16.70282,16.20641,15.85752,GALAXY,0.127463,2.504312E-05
19.12876,18.75727,18.6738,18.62444,18.46318,QSO,0.7935681,0.0001588316
19.17833,17.93743,17.35587,16.97604,16.68119,GALAXY,0.06444919,9.113237E-06
17.37597,16.0091,15.31918,14.91665,14.60651,GALAXY,0.03772881,8.621708E-06
19.30721,19.21241,19.03784,18.92177,18.92267,QSO,1.444718,0.0002435926
19.06743,17.6872,17.10161,16.88527,16.62994,GALAXY,0.03241657,9.007489E-06
18.91743,17.50685,16.72629,16.12833,15.82469,GALAXY,0.08016381,7.901823E-06
19.58769,19.3194,18.84366,18.58481,18.57653,QSO,1.475634,0.0003380739
18.23535,18.17125,18.09294,17.80013,17.78192,QSO,1.789008,0.000162223
18.86153,17.94364,17.43811,17.03765,16.92527,GALAXY,0.1303705,9.462607E-06
18.70238,17.22003,16.51992,16.14501,15.84713,GALAXY,0.0349397,8.214288E-06
19.44744,18.26218,17.70439,17.32802,17.18913,GALAXY,0.0580603,6.661566E-06
16.35182,14.92062,14.17772,13.78492,13.45923,GALAXY,0.03326119,9.695323E-06
18.99743,17.48326,16.729,16.2788,15.99299,GALAXY,0.06441595,1.166521E-05
19.47484,19.24026,19.08804,18.81897,18.76707,QSO,1.543463,0.0002704856
18.55426,18.43647,18.18828,18.24934,18.49685,QSO,1.170295,0.0002271139
18.8503,17.02711,16.21599,15.81684,15.51002,GALAXY,0.03838292,9.712215E-06
19.54266,18.46401,17.7616,17.37725,17.11841,GALAXY,0.1618609,1.16501E-05
19.54789,19.4336,19.182,19.16778,19.25441,QSO,1.189239,0.000328794
18.16667,17.38151,17.00242,16.86236,16.68593,GALAXY,0.009446594,6.272908E-06
19.32232,17.61662,16.8832,16.49496,16.20083,GALAXY,0.02683863,2.228859E-05
17.95459,16.89056,16.43419,16.1582,15.97404,GALAXY,0.03167271,7.0323E-06
18.85832,17.5726,16.81923,16.36007,16.07452,GALAXY,0.08735579,7.372186E-06
19.1638,18.00377,17.52583,17.22454,17.0376,GALAXY,0.03741362,1.295831E-05
18.87278,18.72013,18.70427,18.56749,18.34485,QSO,2.084907,0.0001803949
18.83219,17.63107,17.10296,16.77293,16.59144,GALAXY,0.0664444,1.029073E-05
17.48748,16.36794,15.89115,15.66936,15.52091,GALAXY,0.01183586,7.145794E-06
18.39288,18.23969,18.2233,18.01391,18.02567,QSO,1.664186,0.0002856781
19.2718,17.25272,16.30416,15.85925,15.4841,GALAXY,0.03950762,1.649545E-05
19.37584,18.87717,18.37519,18.19687,17.65281,QSO,0.3344954,6.499037E-05
18.80821,17.54826,17.05978,16.74314,16.55683,GALAXY,0.05724833,1.090388E-05
19.00514,17.18913,16.34982,15.93944,15.60562,GALAXY,0.04337802,1.280951E-05
17.20691,15.91713,15.30603,14.94003,14.72241,GALAXY,0.04001278,1.630942E-05
19.1644,17.74875,17.18045,16.80575,16.58989,GALAXY,0.07484466,8.020987E-06
18.8985,17.35386,16.59441,16.20499,15.91412,GALAXY,0.05948211,1.112978E-05
19.27778,17.68611,16.8338,16.35299,15.98276,GALAXY,0.08449959,2.487602E-05
18.73802,17.28962,16.85022,16.63622,16.43528,GALAXY,0.01753563,7.1976E-06
18.52934,16.66912,15.81866,15.4035,15.09536,GALAXY,0.03894363,1.016751E-05
19.45841,18.04982,17.4546,17.04133,16.78899,GALAXY,0.06372895,8.010627E-06
19.49628,18.54955,18.16114,17.97946,17.82162,GALAXY,0.02909523,4.893393E-06
18.89147,17.87925,17.5631,17.31608,17.176,GALAXY,0.04913053,6.313753E-06
18.99071,18.04566,17.70606,17.54075,17.29026,GALAXY,0.09227702,6.597922E-06
18.36829,17.44693,17.17703,16.89877,16.76008,GALAXY,0.08472437,7.891334E-06
18.95072,17.97676,17.65666,17.3579,17.23674,GALAXY,0.06436362,7.104291E-06
19.29575,17.40857,16.4268,16.00178,15.65336,GALAXY,0.09035062,1.958652E-05
18.74922,17.45628,16.9232,16.61911,16.41499,GALAXY,0.05662073,1.125868E-05
18.68634,16.84811,16.05173,15.67602,15.40775,GALAXY,0.03565706,2.73797E-05
17.58743,17.05181,16.6231,16.29356,16.02783,QSO,1.033539,2.346558E-05
18.83983,18.55959,18.27698,17.95685,17.92773,QSO,0.1100668,3.011765E-05
19.0637,17.21735,16.26446,15.79222,15.43321,GALAXY,0.0728879,1.873993E-05
18.64844,16.8895,16.01619,15.61516,15.23414,GALAXY,0.05157606,1.129597E-05
18.33189,17.06042,16.27004,15.79713,15.50974,GALAXY,0.07071076,1.298576E-05
19.4442,17.59272,16.70523,16.31323,15.98722,GALAXY,0.07259339,1.988654E-05
17.71633,15.87779,15.02796,14.58064,14.18856,GALAXY,0.03349618,1.035869E-05
17.88069,16.65914,16.12383,15.80844,15.58698,GALAXY,0.05438223,1.022746E-05
19.134,17.92157,17.45703,17.1799,16.97837,GALAXY,0.03822822,7.831611E-06
19.02507,17.09702,16.13202,15.71028,15.35346,GALAXY,0.08997084,1.595497E-05
18.85023,17.61164,17.05304,16.74316,16.55792,GALAXY,0.07521532,9.766377E-06
18.66393,17.44681,16.88435,16.55148,16.33301,GALAXY,0.03569408,8.794676E-06
19.4958,17.72383,16.76539,16.29434,15.91057,GALAXY,0.08787218,1.380059E-05
18.22425,16.47907,15.649,15.24116,14.96434,GALAXY,0.03192892,1.121837E-05
17.60144,16.45301,16.02728,15.75781,15.61821,GALAXY,0.04923626,7.644483E-06
19.39182,18.61867,18.14944,17.90623,17.72528,QSO,0.4363032,4.158114E-05
19.54885,18.18699,17.62394,17.29875,17.08166,GALAXY,0.08151051,1.179325E-05
17.98355,16.09289,15.2248,14.8098,14.46055,GALAXY,0.04620555,1.173081E-05
19.03395,18.8447,18.49547,18.48886,18.49295,QSO,1.246446,0.0002918029
19.19748,17.80834,17.09975,16.69119,16.4014,GALAXY,0.08933239,1.132195E-05
19.3914,17.46631,16.57802,16.13931,15.81378,GALAXY,0.05005727,1.327586E-05
17.36997,15.5713,14.71116,14.27297,13.93561,GALAXY,0.06031695,1.537546E-05
19.51273,19.01354,18.65804,18.55862,18.6477,GALAXY,0.2307089,9.720085E-06
18.4995,16.48377,15.52548,15.08277,14.72594,GALAXY,0.06449444,1.431624E-05
19.23029,18.16428,17.65725,17.33343,17.1565,GALAXY,0.07810532,9.201961E-06
19.18176,17.72409,16.86241,16.45103,16.16412,GALAXY,0.1335559,1.763791E-05
19.56131,18.26791,17.79767,17.50142,17.46873,GALAXY,0.05293716,2.168247E-05
17.24024,16.60652,16.57446,16.63438,16.51043,GALAXY,0.01564788,6.495929E-06
18.6994,17.10556,16.4205,16.00113,15.74386,GALAXY,0.08765024,8.569538E-06
18.85303,17.12545,16.26179,15.83986,15.51761,GALAXY,0.04989396,1.521056E-05
19.09367,17.75643,17.15807,16.78812,16.59572,GALAXY,0.1058106,2.874807E-05
17.61051,16.30394,15.68096,15.32717,15.02265,GALAXY,0.04035883,7.255062E-06
19.24089,17.67535,16.94775,16.61108,16.33962,GALAXY,0.03380809,2.671262E-05
17.68056,16.31715,15.83836,15.40844,15.25852,QSO,0.09042433,3.803369E-05
19.51296,19.32545,19.20203,18.91327,18.89102,QSO,1.666755,0.0002787028
19.24105,17.04083,16.13512,15.72578,15.40307,GALAXY,0.05110203,1.377837E-05
18.57675,16.69589,15.72616,15.29612,14.96717,GALAXY,0.09022681,1.798971E-05
19.41779,18.32269,17.91216,17.72258,17.58627,GALAXY,0.02613786,1.732854E-05
18.01998,16.62829,15.93923,15.56417,15.33296,GALAXY,0.08555461,2.296397E-05
18.39467,16.94493,16.28709,15.90177,15.66682,GALAXY,0.07465857,5.994413E-06
19.44055,17.7247,16.75893,16.32154,15.95728,GALAXY,0.0981911,1.902531E-05
18.41552,17.60538,17.15683,16.89906,16.76114,GALAXY,0.03192565,1.429791E-05
18.28785,16.41948,15.52129,15.08947,14.76348,GALAXY,0.06266252,1.45608E-05
18.33277,16.17435,15.16627,14.7084,14.37566,GALAXY,0.08945756,1.413659E-05
14.98436,14.00356,13.44453,13.09801,12.78199,QSO,0.03369032,1.805447E-05
18.14769,16.88645,16.28707,15.94815,15.74796,GALAXY,0.0893204,1.276874E-05
18.65639,17.44765,16.91694,16.61568,16.40327,GALAXY,0.06027492,1.189785E-05
19.49309,18.16385,17.38801,16.94959,16.64235,GALAXY,0.1362265,8.348171E-06
18.38074,16.5369,15.65539,15.21866,14.87535,GALAXY,0.04972131,1.465685E-05
18.84229,18.591,18.2803,18.20236,18.15534,QSO,1.203247,0.0002297937
19.52807,17.73026,16.89767,16.49606,16.1428,QSO,2.21838,0.000527305
18.96584,17.98798,17.70741,17.43113,17.35055,GALAXY,0.07652988,5.696652E-06
19.45763,17.75139,16.8948,16.46737,16.1698,GALAXY,0.06120104,1.407536E-05
19.04893,17.01074,16.09853,15.67334,15.31093,GALAXY,0.06650165,1.384753E-05
19.42301,17.66806,16.83608,16.38245,16.02552,GALAXY,0.07779983,1.450189E-05
19.20244,18.96352,18.92531,18.71312,18.77387,QSO,1.66751,0.0003692382
19.12336,17.07182,16.10164,15.66653,15.36314,GALAXY,0.08702037,1.487609E-05
18.89056,17.14928,16.28254,15.88923,15.57635,GALAXY,0.05324249,1.37322E-05
18.29876,16.36236,15.43571,14.9751,14.6295,GALAXY,0.04163031,1.234656E-05
19.01243,18.24737,17.63983,17.27984,17.14972,GALAXY,0.2001011,9.872774E-06
19.27866,17.35883,16.44513,16.02543,15.72692,GALAXY,0.07685993,1.303801E-05
19.15038,17.94828,17.31421,16.99946,16.74536,GALAXY,0.1276216,9.856792E-06
18.95193,17.60424,16.97463,16.5926,16.37514,GALAXY,0.08505097,9.403419E-06
19.17761,17.75826,16.96797,16.55268,16.34584,GALAXY,0.1389985,1.515174E-05
17.93806,16.02656,15.09312,14.67406,14.33487,GALAXY,0.04986536,1.30738E-05
18.60344,17.49994,17.12416,16.86679,16.72139,GALAXY,0.04362245,7.688612E-06
18.98129,18.7251,18.63038,18.38402,18.3809,QSO,1.772475,0.000810292
17.32915,17.49452,17.50683,17.15777,17.05741,QSO,2.003283,6.627573E-05
17.47659,16.80045,16.52396,16.53096,16.39999,GALAXY,0.02494144,8.571585E-06
19.18056,17.46944,16.63298,16.19823,15.85759,GALAXY,0.07247209,1.392389E-05
18.03632,16.92208,16.39594,16.03841,15.81211,GALAXY,0.04970047,5.827462E-06
16.9646,15.69343,15.11554,14.78898,14.5366,GALAXY,0.03583127,1.354163E-05
18.98716,16.7796,15.81697,15.39305,15.15311,GALAXY,0.09164604,3.445265E-05
19.4214,17.46767,16.59855,16.19626,15.87611,GALAXY,0.04353283,1.39859E-05
19.4329,18.16316,17.5484,17.16628,16.98062,GALAXY,0.1300704,7.284723E-06
18.50878,16.50075,15.54787,15.08505,14.72329,GALAXY,0.06756412,1.573393E-05
19.33253,19.32187,19.02753,18.94347,18.98134,QSO,1.296641,0.0003225793
19.02656,17.91371,17.457,17.12814,16.99538,GALAXY,0.07766194,9.307712E-06
19.28656,18.08609,17.4228,17.0553,16.84848,GALAXY,0.1183288,1.884698E-05
18.47914,16.6509,15.81099,15.39724,15.07141,GALAXY,0.05062211,1.076886E-05
18.3926,18.41561,18.14291,18.09633,18.14175,QSO,1.29222,0.0002272756
19.48637,17.47488,16.54701,16.14187,15.80282,GALAXY,0.08487339,2.291447E-05
19.11361,17.42315,16.46654,15.9654,15.66066,QSO,0.1160533,7.080615E-05
19.15712,17.23039,16.28034,15.85809,15.53331,GALAXY,0.09489374,1.856774E-05
19.25529,17.42398,16.55799,16.16123,15.82871,GALAXY,0.05401061,1.295516E-05
18.84014,17.94004,17.51017,17.09127,16.97209,GALAXY,0.1167609,7.64439E-06
18.99224,17.83753,17.38881,17.10947,16.99695,GALAXY,0.06843316,8.202454E-06
18.55505,17.4302,16.97553,16.67946,16.52711,GALAXY,0.08638777,6.698498E-06
17.70785,16.63779,16.11827,15.74906,15.55994,GALAXY,0.08702499,7.30583E-06
19.31373,18.16504,17.50693,17.05375,16.83782,GALAXY,0.1138072,6.772501E-06
19.56338,18.31342,17.65767,17.11612,16.89476,GALAXY,0.1277031,1.108146E-05
18.90654,17.4768,16.80627,16.43074,16.14657,GALAXY,0.1226154,1.97851E-05
18.85381,17.47888,16.99602,16.67278,16.49058,GALAXY,0.04142711,1.384275E-05
18.19265,16.83728,16.14411,15.77151,15.52009,GALAXY,0.04478698,6.028443E-05
19.46175,17.74796,16.92015,16.51299,16.19369,GALAXY,0.1084503,3.234392E-05
18.79981,17.53737,16.81505,16.42043,16.16476,GALAXY,0.06683981,1.055255E-05
19.55229,18.083,17.20323,16.6995,16.33246,GALAXY,0.03840267,1.329644E-05
19.44049,18.56663,18.30775,18.34844,18.33579,QSO,2.696317,0.0001655091
18.4911,16.48167,15.52155,15.07136,14.71926,GALAXY,0.07665011,1.900481E-05
18.82595,17.73431,17.37438,17.16069,17.02744,GALAXY,0.03725651,8.061916E-06
19.43084,17.71259,16.76803,16.22858,15.77959,GALAXY,0.05208707,1.037213E-05
19.35634,19.07446,19.08836,18.8217,18.76155,QSO,0.5746279,9.611401E-05
19.17539,17.9688,17.50994,17.25129,17.13462,GALAXY,0.05752548,8.312782E-06
19.2401,17.58371,16.84839,16.49331,16.22489,GALAXY,0.03680186,1.084944E-05
19.16508,18.13601,17.56703,17.23463,17.042,GALAXY,0.1252215,1.121523E-05
18.35272,16.82369,16.05395,15.60704,15.28265,GALAXY,0.03447063,1.38377E-05
18.89805,16.88355,15.90151,15.4653,15.09798,GALAXY,0.08851219,1.93221E-05
18.30209,16.44655,15.58826,15.19453,14.8604,GALAXY,0.05848175,1.536809E-05
18.68817,17.7098,17.40676,17.17136,17.01532,GALAXY,0.04933644,6.538278E-06
