#Table1
u,g,r,i,z,class,z1,zerr
19.48813,17.6408,16.65226,16.2114,15.88214,GALAXY,0.1202713,3.197223E-05
18.46903,18.04721,18.02927,17.86815,17.99361,QSO,0.6126006,4.077081E-05
18.36258,16.41037,15.4672,15.0455,14.72622,GALAXY,0.07256395,1.829731E-05
18.28035,17.02836,16.70754,16.44296,16.50643,GALAXY,0.02998069,1.113599E-05
19.11069,18.1372,18.07149,18.02336,17.86403,QSO,2.606008,8.517412E-05
19.15984,17.33027,16.33338,15.88726,15.50891,GALAXY,0.09656448,2.018334E-05
19.27452,17.46119,16.66249,16.28296,15.97902,GALAXY,0.04688997,1.72564E-05
18.39588,16.61162,15.79642,15.44985,15.15256,GALAXY,0.07444954,1.346708E-05
18.86827,17.83463,17.46931,17.20872,17.0617,GALAXY,0.05627591,7.632213E-06
18.69289,18.79092,18.59778,18.52515,18.54918,QSO,1.306292,0.0003098623
16.57258,14.95667,14.16521,13.77121,13.48532,GALAXY,0.03884005,8.893715E-06
17.67687,16.43861,15.90905,15.64193,15.43288,GALAXY,0.02697618,1.17274E-05
19.16792,19.19448,19.13106,18.79645,18.69242,QSO,1.901884,0.0002341466
19.49511,19.09772,19.11428,18.87143,18.69722,QSO,0.4840623,5.278661E-05
18.92498,16.9144,16.02535,15.62832,15.29989,GALAXY,0.05288669,1.146267E-05
18.24883,16.20944,15.23603,14.79965,14.44898,GALAXY,0.08653851,1.301321E-05
19.17443,17.87488,17.43702,17.1443,16.94613,GALAXY,0.04967609,5.901754E-06
19.36288,18.24329,17.60193,17.17955,16.9708,GALAXY,0.08568017,4.925742E-06
19.50475,17.6196,16.59871,16.08665,15.67427,GALAXY,0.09418249,2.123494E-05
18.60456,16.59368,15.55795,15.11819,14.72436,GALAXY,0.1016774,2.202991E-05
18.94844,17.46751,16.70759,16.31029,15.99774,GALAXY,0.07708813,2.238252E-05
15.21151,15.35474,15.01269,14.68819,16.63562,GALAXY,0.005268558,5.909104E-06
18.86196,16.89663,15.98019,15.53019,15.20182,GALAXY,0.08149755,1.400868E-05
19.05759,19.08101,18.80309,18.86817,19.05702,QSO,1.160118,0.0002312242
18.7538,16.83459,15.95344,15.5121,15.19389,GALAXY,0.04867623,1.0545E-05
18.67775,17.67087,17.35918,17.08225,16.99837,GALAXY,0.09583826,6.392284E-06
19.1446,18.0482,17.45044,17.11537,16.9051,GALAXY,0.1114427,1.106176E-05
19.2026,18.0568,17.46513,17.11121,16.96532,GALAXY,0.1481475,1.05901E-05
19.41625,17.65193,16.8392,16.37233,16.04318,GALAXY,0.05340336,9.678309E-06
19.56406,17.96835,16.88474,16.39057,16.04656,GALAXY,0.1765597,1.95939E-05
18.65931,18.48758,18.03856,17.63431,17.5885,QSO,0.1889882,6.045381E-05
19.59234,18.85555,19.14951,18.90945,19.03372,GALAXY,0.04978143,5.446198E-06
18.96203,17.07982,16.11467,15.68144,15.35684,GALAXY,0.09415503,1.969896E-05
15.86409,14.50198,13.87457,13.49967,13.35326,GALAXY,0.02955257,1.127786E-05
19.25173,17.7724,16.91984,16.47455,16.19257,GALAXY,0.1255134,9.167512E-06
18.90304,17.77997,17.16945,16.76987,16.60128,GALAXY,0.1451458,1.752425E-05
19.23202,17.9077,17.26911,16.90961,16.65709,GALAXY,0.05547228,1.164915E-05
19.57007,18.23047,17.61605,17.2473,16.99762,GALAXY,0.0536071,6.562821E-06
18.40172,16.94593,16.63482,16.47874,16.44503,GALAXY,0.00695547,7.971769E-06
19.25372,17.91211,17.1485,16.71535,16.41216,GALAXY,0.08340497,1.012943E-05
18.8019,17.8855,17.63565,17.47116,17.3248,GALAXY,0.04024572,4.963525E-06
19.1322,17.65679,17.08094,16.73095,16.53326,GALAXY,0.1152488,1.821198E-05
19.39096,17.72823,16.78016,16.32122,15.97156,GALAXY,0.09793751,2.997746E-05
19.1151,17.10523,16.17871,15.7591,15.40579,GALAXY,0.1100242,1.855839E-05
18.86733,17.69801,17.1702,16.85574,16.6397,GALAXY,0.09350096,9.618051E-06
19.30276,17.40073,16.41025,15.9553,15.57325,GALAXY,0.131802,2.502729E-05
19.25589,19.04902,18.66922,18.32098,18.17889,QSO,0.2309103,3.088873E-05
19.22921,18.15362,17.86818,17.57926,17.48744,GALAXY,0.07145326,6.862296E-06
18.74173,17.64066,17.28699,17.01291,16.84542,GALAXY,0.04827984,7.423549E-06
19.4587,18.37245,17.77214,17.4236,17.26027,GALAXY,0.08945131,9.308134E-06
14.26907,12.93657,12.3924,12.11756,12.30293,GALAXY,0.00527904,1.451112E-05
18.76305,18.51764,18.50437,18.28478,18.36425,QSO,1.655455,0.000285884
18.91682,17.3022,16.39157,15.95079,15.62437,GALAXY,0.1390572,1.846035E-05
19.36688,19.25048,19.1238,19.10047,19.018,QSO,0.9033872,0.0004953087
18.90879,18.01257,17.4059,16.95572,16.76336,QSO,0.08642572,3.067148E-05
19.49876,17.96197,17.01983,16.49421,16.11904,GALAXY,0.09020426,1.918277E-05
19.59124,19.45294,19.42344,19.25008,19.22082,QSO,1.708219,0.0005913253
19.35995,18.18635,17.53188,17.05842,16.82745,GALAXY,0.1220391,4.954251E-06
18.92317,17.55936,16.90435,16.46423,16.21256,GALAXY,0.08721538,6.045786E-06
18.59146,16.8642,16.04505,15.68916,15.4122,GALAXY,0.05676706,1.79814E-05
16.54908,15.13861,14.44768,14.09186,13.82748,GALAXY,0.05507407,1.203007E-05
19.32404,18.11021,17.37787,17.01706,16.78053,GALAXY,0.159268,3.048504E-05
19.30815,17.91882,17.30639,16.87556,16.5979,GALAXY,0.0866999,7.624538E-06
18.64506,16.96218,16.2254,15.87613,15.61362,GALAXY,0.0474018,1.250281E-05
19.12318,17.21079,16.14866,15.67939,15.36109,GALAXY,0.110673,1.572597E-05
19.4252,17.55292,16.5678,16.15042,15.77436,GALAXY,0.1128641,3.509147E-05
18.13564,16.2395,15.32995,14.90892,14.5659,GALAXY,0.05952802,1.229069E-05
18.53151,17.04155,16.31488,15.92381,15.6165,GALAXY,0.03555129,1.370515E-05
19.29658,18.84319,18.78436,18.52684,18.34889,QSO,2.163461,0.0001961526
19.24761,17.38391,16.35538,15.91299,15.57272,GALAXY,0.1131422,2.855471E-05
19.24559,19.11016,19.06713,18.79532,18.75658,QSO,1.782654,0.0002721462
17.57091,17.48253,17.1694,17.08707,17.13589,QSO,1.240142,6.521487E-05
18.79078,17.78589,17.34126,17.03316,16.89895,GALAXY,0.09619835,6.957067E-06
19.23196,17.63387,16.70493,16.25456,15.87815,GALAXY,0.04850809,9.616517E-06
19.17017,17.93378,17.13054,16.70907,16.41251,GALAXY,0.1460832,1.349714E-05
18.23683,16.47012,15.69763,15.37773,15.11745,GALAXY,0.1004931,1.242046E-05
19.032,17.04688,16.01159,15.58176,15.20374,GALAXY,0.1098026,1.976936E-05
18.43412,17.3272,16.75638,16.34585,16.16538,GALAXY,0.1156648,6.24482E-06
19.03768,18.89768,18.97494,18.69638,18.8632,QSO,1.775589,0.0004522445
19.21072,18.97476,18.72344,18.59914,18.48036,QSO,2.066718,0.0005558711
18.74165,17.57306,16.98719,16.64236,16.39616,GALAXY,0.1200309,9.037728E-06
18.83445,17.15994,16.35877,15.94283,15.64862,GALAXY,0.06281192,8.100355E-06
18.57679,16.97696,16.14947,15.76664,15.46362,GALAXY,0.08907241,3.48103E-05
18.49469,17.19488,16.69017,16.42402,16.23355,GALAXY,0.02905141,9.063314E-06
18.59334,17.65516,17.2808,17.06919,16.92688,GALAXY,0.02976567,5.400557E-06
18.98832,17.64636,17.10825,16.77274,16.5185,GALAXY,0.06282387,9.514544E-06
18.63544,17.24554,16.69324,16.34373,16.16339,GALAXY,0.057006,1.213558E-05
19.5686,17.43828,16.24234,15.75772,15.38073,GALAXY,0.1513842,2.515595E-05
19.37612,19.24059,19.04048,19.09142,18.95664,QSO,0.9797231,0.0003649375
19.51258,18.03637,17.41077,17.1136,16.92986,GALAXY,0.04624681,3.131285E-05
18.95572,17.71111,17.18825,16.87955,16.6923,GALAXY,0.07760371,1.033958E-05
18.52858,17.05204,16.43278,16.07355,15.83688,GALAXY,0.08723002,1.926768E-05
19.23179,18.16872,17.40202,16.99399,16.76255,GALAXY,0.1783831,1.291937E-05
19.45941,18.49428,17.85798,17.44455,17.24081,GALAXY,0.1097391,1.025816E-05
18.58594,17.75807,17.38193,17.05096,17.01586,GALAXY,0.1402277,6.05619E-06
18.52802,17.44414,16.89394,16.81816,16.63713,GALAXY,0.07056319,1.061834E-05
17.79623,16.56834,16.10652,15.91728,15.89132,GALAXY,0.02998978,6.754741E-06
19.11657,17.0494,16.05317,15.6175,15.24995,GALAXY,0.1128224,1.195574E-05
18.70198,17.65989,17.27614,17.08569,17.03023,GALAXY,0.0289486,9.958605E-06
18.87132,17.3325,16.65402,16.2455,15.96092,GALAXY,0.06322776,8.504711E-06
17.93483,16.24112,15.45599,15.06108,14.74625,GALAXY,0.0554017,8.926473E-06
18.91661,18.00688,17.89687,17.59841,17.62219,GALAXY,0.05489514,6.420296E-06
19.11779,17.86548,17.21056,16.84728,16.60394,GALAXY,0.104801,9.890577E-06
18.55571,17.21781,16.6218,16.26874,16.05294,GALAXY,0.06553001,1.963683E-05
19.0837,17.15548,16.11168,15.66377,15.31173,GALAXY,0.1046873,1.994012E-05
18.71392,17.31119,16.60321,16.19752,15.89767,GALAXY,0.1125843,1.310565E-05
19.08508,18.00692,17.47589,17.13659,16.9503,GALAXY,0.05765688,6.726359E-06
19.26648,19.0847,19.04463,18.96912,18.72141,QSO,0.4066262,5.490194E-05
19.43783,17.43184,16.50088,16.0943,15.78379,GALAXY,0.0917486,1.723561E-05
18.23487,16.38973,15.54241,15.15922,14.83324,GALAXY,0.05001397,1.366031E-05
19.49265,17.58544,16.54735,16.09526,15.76308,GALAXY,0.16213,2.346764E-05
18.14222,16.49781,15.83073,15.48145,15.24293,GALAXY,0.03112426,1.313708E-05
18.4771,17.00215,16.23545,15.79466,15.4584,GALAXY,0.0860728,1.241776E-05
18.20411,16.63526,15.94048,15.544,15.24871,GALAXY,0.03216074,1.382551E-05
19.20878,17.60065,16.80902,16.42365,16.09841,GALAXY,0.07726386,1.138009E-05
17.94116,16.31531,15.52309,15.11076,14.79426,GALAXY,0.05500072,1.480155E-05
19.09717,17.28677,16.37318,15.94576,15.61483,GALAXY,0.1127929,2.98765E-05
19.36761,18.223,17.71035,17.34354,17.18019,GALAXY,0.1113228,9.038627E-06
18.46609,17.44856,17.09571,16.82698,16.68132,GALAXY,0.07815954,7.334538E-06
17.45981,16.13717,15.66209,15.43106,15.28586,GALAXY,0.03032009,2.204462E-05
19.21026,17.93134,17.20269,16.80896,16.53441,GALAXY,0.1158959,1.278046E-05
18.41593,16.96218,16.22593,15.80522,15.50892,GALAXY,0.08564293,1.802359E-05
19.19222,17.24957,16.22709,15.78248,15.41739,GALAXY,0.1093963,2.123758E-05
18.92877,17.24732,16.38323,15.95147,15.63342,GALAXY,0.06029195,1.985374E-05
17.77145,16.64637,16.12758,15.84052,15.59547,GALAXY,0.02960323,1.437623E-05
19.47542,17.7142,16.87488,16.44902,16.22346,GALAXY,0.1779498,1.937965E-05
19.44287,18.26991,17.67707,17.35815,17.13811,GALAXY,0.1109745,1.163548E-05
18.93189,17.57398,16.98117,16.64668,16.41097,GALAXY,0.0684268,1.497884E-05
18.70964,17.5269,17.09807,16.7142,16.54296,GALAXY,0.08197685,7.017665E-06
19.35373,17.60532,16.72552,16.31719,16.02167,GALAXY,0.06414292,1.639128E-05
17.07076,16.11949,15.79592,15.63789,15.51747,GALAXY,0.01011735,5.265672E-06
19.27228,19.11984,19.08122,19.17925,19.04179,QSO,0.8392555,8.52174E-05
19.56593,18.78869,18.31048,17.98483,17.86001,GALAXY,0.1467612,7.429443E-06
19.38199,19.08231,19.13771,19.23479,19.28425,QSO,0.7125501,0.0001286755
18.66472,17.56552,17.1448,16.91218,16.76167,GALAXY,0.03165095,7.924653E-06
19.52078,17.62987,16.51699,16.0617,15.68531,GALAXY,0.1432771,2.703739E-05
19.43847,18.1154,17.6715,17.53343,17.58722,GALAXY,0.01882429,1.66131E-05
17.81784,16.28962,15.48938,15.06366,14.66608,GALAXY,0.02706776,6.730962E-06
19.38951,18.00717,17.35779,16.98713,16.72315,GALAXY,0.05550432,7.980442E-06
16.80849,15.75497,15.19325,14.9433,14.75995,GALAXY,0.01549312,5.989318E-06
19.33936,17.48269,16.4261,15.97933,15.61281,GALAXY,0.1345523,2.282987E-05
19.10039,17.20111,16.20039,15.78591,15.43326,GALAXY,0.1195956,2.077163E-05
19.48038,18.25151,17.7911,17.50437,17.29785,GALAXY,0.03339497,1.655349E-05
19.07594,17.08391,16.18468,15.75868,15.45675,GALAXY,0.06103747,3.145945E-05
19.53642,18.23961,17.463,17.02948,16.70849,GALAXY,0.1422082,1.55495E-05
19.16826,17.20996,16.25048,15.81194,15.45463,GALAXY,0.07887545,2.189306E-05
19.38828,17.85074,17.56903,17.32943,17.21202,GALAXY,0.05110961,1.114731E-05
17.60214,16.45155,16.01282,15.77483,15.57894,GALAXY,0.01762492,8.159825E-06
19.07349,17.17916,16.2957,15.90064,15.55438,GALAXY,0.06050721,1.360979E-05
18.97146,17.83504,17.38037,17.06213,16.86416,GALAXY,0.05030545,6.868365E-06
19.01843,18.87349,18.74124,18.47419,18.38657,QSO,1.664359,0.0002317596
16.46597,14.39268,13.42903,13.00282,12.67934,GALAXY,0.03170855,9.291259E-06
19.36337,17.94662,17.14607,16.70937,16.41274,GALAXY,0.1376377,1.255746E-05
17.84582,16.28915,15.5313,15.1511,14.82783,GALAXY,0.05490413,7.510184E-06
18.94004,17.66544,17.10966,16.82244,16.51937,GALAXY,0.03676268,2.985002E-05
19.48356,18.17587,17.54601,17.18979,16.97857,GALAXY,0.1138151,2.106367E-05
18.87941,16.95173,16.00488,15.53274,15.18153,GALAXY,0.06278893,1.584114E-05
19.00477,17.73266,17.10899,16.74502,16.55687,GALAXY,0.084687,1.812999E-05
18.85688,17.18786,16.36655,15.97736,15.6643,GALAXY,0.05452358,1.554068E-05
18.34643,17.04726,16.61699,16.46299,16.26096,GALAXY,0.03003024,7.291594E-06
16.72112,16.31321,16.37512,16.03086,16.43728,GALAXY,0.08858375,7.55592E-06
19.59723,17.57954,16.68509,16.2361,15.84159,GALAXY,0.1250718,1.600683E-05
18.51333,19.40394,18.68477,17.92744,16.88706,GALAXY,0.785261,0.0003425807
19.29187,18.24733,17.87118,17.65019,17.63849,GALAXY,0.04568671,9.70674E-06
18.91107,17.72745,17.39956,17.17965,17.10491,GALAXY,0.06855074,6.279914E-06
18.81974,16.5662,15.57675,15.10938,14.82137,GALAXY,0.08863655,1.168321E-05
16.75907,15.74965,15.3645,15.17468,15.07328,GALAXY,0.01962109,6.765707E-06
19.47679,18.11068,17.39834,16.9393,16.68846,GALAXY,0.1107193,6.884688E-06
17.40485,15.48636,14.59714,14.19045,13.87619,GALAXY,0.05318568,1.123311E-05
18.34426,17.31199,16.84701,16.60892,16.3867,GALAXY,0.0267277,5.234796E-06
19.25011,17.29306,16.31112,15.87305,15.55283,GALAXY,0.07891226,2.339147E-05
18.74096,17.86762,17.38252,17.00789,16.88223,GALAXY,0.1251959,7.377916E-06
17.33025,15.39152,14.4506,14.03818,13.71429,GALAXY,0.06848273,1.581478E-05
18.52878,18.54274,18.35785,18.16291,18.17742,QSO,1.467123,0.0002400608
17.7468,16.0396,15.30218,14.93511,14.63349,GALAXY,0.04942248,1.217775E-05
18.17992,16.94483,16.46192,16.19941,16.01109,GALAXY,0.03350242,1.194107E-05
19.51035,19.27526,19.07981,19.0625,19.15307,QSO,1.171885,0.0002570467
19.40707,17.39466,16.43276,15.97708,15.61715,GALAXY,0.08172742,1.56531E-05
19.15244,17.04654,15.86317,15.37526,15.01708,GALAXY,0.1479158,2.945466E-05
16.27003,14.79275,14.07342,13.6752,13.37939,GALAXY,0.02928341,8.637006E-06
19.52073,19.28522,19.05738,19.12923,19.1484,QSO,1.251154,0.0003124304
18.63679,18.47258,18.35136,17.86678,17.82017,QSO,1.920341,0.0002676567
18.45606,17.07316,16.49204,16.16709,15.95119,GALAXY,0.0654624,2.355363E-05
19.11166,18.10788,17.8098,17.51987,17.421,GALAXY,0.05520416,4.607091E-06
19.48009,18.2174,17.58084,17.17528,16.96152,GALAXY,0.140279,9.334382E-06
19.20845,17.46301,16.55644,16.13366,15.81727,GALAXY,0.1063335,2.787545E-05
19.31313,17.85941,17.12471,16.70715,16.39363,GALAXY,0.0539196,1.016092E-05
19.28764,18.3014,18.03738,17.81786,17.7268,GALAXY,0.06335079,4.98606E-06
18.89002,17.07388,16.10919,15.69229,15.3447,GALAXY,0.1037626,2.032369E-05
19.2989,19.13897,19.01389,18.82581,18.77866,QSO,0.7958397,0.0002450566
19.14651,17.71888,17.10018,16.73315,16.54427,GALAXY,0.08154348,1.878085E-05
17.58376,15.96035,15.16028,14.75455,14.46011,GALAXY,0.05476148,1.614785E-05
18.42913,17.2684,16.78699,16.58343,16.5406,GALAXY,0.02063829,2.18212E-05
19.41132,17.93361,17.03555,16.58398,16.29858,GALAXY,0.121016,2.630406E-05
17.76193,17.54974,17.26841,17.25155,17.30999,QSO,1.024575,0.0001765998
18.16217,16.20749,15.22513,14.70837,14.33544,GALAXY,0.05984925,8.643235E-06
16.81536,15.7521,15.40233,15.27651,15.24053,GALAXY,0.00769301,4.564296E-06
18.53229,17.06031,16.29254,15.88845,15.59378,GALAXY,0.09225558,2.918849E-05
19.0197,17.59045,16.91012,16.53944,16.31375,GALAXY,0.09600209,1.30447E-05
17.86251,16.65689,16.11957,15.84072,15.6215,GALAXY,0.0203579,9.446067E-06
19.52304,17.43874,16.47516,16.03812,15.6727,GALAXY,0.08469892,1.487922E-05
18.34371,16.5013,15.48507,14.96367,14.52008,GALAXY,0.08231976,1.953187E-05
18.95495,17.63143,16.99292,16.61515,16.36962,GALAXY,0.08952904,7.623917E-06
19.5038,18.85829,18.75105,18.55137,18.23145,QSO,2.266649,0.0002200345
19.1997,17.62535,16.79782,16.39932,16.04716,GALAXY,0.1200859,3.122762E-05
19.19147,17.34166,16.39509,15.95312,15.59301,GALAXY,0.09421783,2.24272E-05
18.05465,17.85086,17.61813,17.79002,17.79249,QSO,1.016777,0.001045334
18.70616,17.34069,16.5762,16.19141,15.88931,GALAXY,0.1111904,1.886529E-05
19.37309,17.6965,16.72937,16.26437,15.97288,GALAXY,0.1133462,1.56632E-05
18.63389,17.12766,16.37006,15.99916,15.6891,GALAXY,0.02731437,8.040789E-06
18.56522,18.389,18.02358,17.87836,17.34578,QSO,0.2991473,4.594188E-05
18.83151,17.6009,16.96968,16.6068,16.40297,GALAXY,0.09516364,1.708394E-05
19.55397,18.28157,17.45794,17.00633,16.74575,GALAXY,0.1922625,1.043272E-05
18.78217,16.97193,16.06457,15.68352,15.34835,GALAXY,0.1123225,2.176575E-05
19.32268,17.50225,16.54757,16.08802,15.72447,GALAXY,0.1189615,2.48573E-05
18.69261,16.94885,15.98386,15.49979,15.10326,GALAXY,0.08685853,2.099732E-05
19.32459,17.49124,16.55235,16.13621,15.79099,GALAXY,0.08689926,1.864083E-05
18.85826,17.1207,16.31712,15.93255,15.63049,GALAXY,0.05998243,1.56164E-05
17.85476,16.69493,16.0727,15.67992,15.42484,GALAXY,0.07537024,9.072836E-06
18.88312,17.58807,16.98211,16.65203,16.42674,GALAXY,0.103433,1.207655E-05
19.27676,17.3448,16.44983,16.01127,15.66492,GALAXY,0.05188231,1.196012E-05
18.31597,17.01358,16.50082,16.2083,15.98024,GALAXY,0.05113918,8.702549E-06
19.47663,18.15125,17.44291,17.04878,16.80286,GALAXY,0.1240109,9.098077E-06
19.31579,19.404,19.64307,19.94362,19.99698,QSO,1.11203,-1
18.04018,16.27027,15.5205,15.13773,14.85739,GALAXY,0.03282582,1.224862E-05
19.05931,18.39356,17.79308,17.3329,17.21165,GALAXY,0.179175,5.151788E-06
18.44678,17.11548,16.46624,16.11951,15.88094,GALAXY,0.06266016,1.420346E-05
17.88614,16.41137,15.60774,15.18832,14.85523,GALAXY,0.02706051,1.032163E-05
18.78369,17.762,17.38206,17.10362,16.98904,GALAXY,0.110016,7.333549E-06
18.0564,16.32158,15.44291,14.95629,14.58101,GALAXY,0.03326758,1.426524E-05
19.34929,18.19025,17.65705,17.29883,17.12262,GALAXY,0.09611752,7.240626E-06
18.19329,16.30277,15.38165,14.94897,14.60063,GALAXY,0.110727,2.006824E-05
19.08355,17.84884,17.19731,16.81651,16.55633,GALAXY,0.1237721,1.063495E-05
18.56113,17.92249,20.09401,18.49989,17.10699,GALAXY,0.3952954,1.268996E-05
19.55411,17.73114,16.74949,16.32956,15.96786,GALAXY,0.1132718,2.270175E-05
19.35755,18.22422,17.71707,17.3652,17.09052,GALAXY,0.10274,7.943018E-06
18.79324,17.1041,16.2439,15.83436,15.53035,GALAXY,0.08878426,1.677731E-05
18.22549,16.41156,15.61423,15.24286,14.93375,GALAXY,0.03039246,9.146145E-06
17.2651,16.00142,15.40357,15.08906,14.81647,GALAXY,0.0297788,1.412322E-05
19.12238,17.85812,17.46025,17.21204,17.05052,GALAXY,0.03009478,1.320737E-05
19.45078,18.58415,18.06975,17.7193,17.59365,GALAXY,0.1569686,7.458985E-06
19.06087,18.66063,18.28586,17.92087,17.87861,QSO,1.686677,0.0003384957
19.11569,17.77347,17.04588,16.65691,16.39093,GALAXY,0.1149599,1.570491E-05
17.897,16.49735,15.81114,15.42952,15.15313,GALAXY,0.08515121,1.622973E-05
19.59587,17.65682,16.68992,16.25861,15.91261,GALAXY,0.08300591,1.890604E-05
19.3798,18.26535,17.56574,17.13595,16.89143,GALAXY,0.1125853,9.163423E-06
17.36707,16.11662,15.48063,15.14186,14.84089,GALAXY,0.03604348,7.49989E-06
19.50753,18.17654,17.00642,16.52112,16.19064,GALAXY,0.2421137,4.226815E-05
18.61469,18.48018,18.38137,18.4433,18.38146,QSO,0.8672091,0.0001393614
17.65426,15.8634,15.04217,14.61145,14.293,GALAXY,0.05610042,1.139964E-05
19.23619,18.08205,17.66122,17.35409,17.23501,GALAXY,0.08125168,7.063262E-06
18.51376,17.75623,17.53559,17.38237,17.27805,GALAXY,0.03012545,6.683687E-06
19.56368,19.27516,19.39749,19.29196,19.30236,QSO,0.5626713,9.072598E-05
19.5974,18.24983,17.37593,16.95123,16.66026,GALAXY,0.1299175,9.449554E-06
19.18723,18.85913,18.83805,18.85185,18.58709,QSO,0.8498521,0.0002981507
18.21533,16.88577,16.3176,15.99603,15.8133,GALAXY,0.0766976,1.308336E-05
17.83106,16.48742,15.93475,15.58979,15.39411,GALAXY,0.05772399,9.818118E-06
19.59553,18.82484,18.37771,18.02968,17.89877,GALAXY,0.2213951,7.453857E-06
19.15179,17.94816,17.43347,17.09359,16.9153,GALAXY,0.07151054,1.137527E-05
18.77851,17.83644,17.28267,16.85909,16.65779,GALAXY,0.09894305,7.934093E-06
18.25925,16.92131,16.23986,15.86394,15.55131,GALAXY,0.03005911,1.005117E-05
19.17441,18.11308,17.53101,17.14759,17.0006,GALAXY,0.1015428,7.445617E-06
19.37207,19.19544,19.18485,18.99085,19.03098,QSO,1.840006,0.0004771688
19.42442,17.53795,16.41149,15.97505,15.60569,GALAXY,0.1385548,2.731886E-05
19.25055,17.26314,16.32531,15.8939,15.52218,GALAXY,0.08218493,1.730468E-05
19.15108,18.06565,17.67472,17.42182,17.29256,GALAXY,0.0498682,6.502349E-06
19.55406,18.34521,17.64686,17.28202,16.94391,GALAXY,0.1338232,1.268721E-05
19.35361,17.64952,16.78412,16.29447,15.90901,GALAXY,0.07197104,2.330199E-05
19.22391,17.36383,16.41489,15.95441,15.60794,GALAXY,0.1109073,1.808495E-05
19.4072,18.17908,17.53505,17.09798,16.85981,GALAXY,0.1411185,6.60998E-06
16.87808,15.72822,15.19351,14.92356,14.73189,GALAXY,0.02849284,1.067457E-05
18.93092,16.98304,16.03392,15.60044,15.26364,GALAXY,0.09051827,1.441877E-05
18.86702,17.54588,17.0579,16.79584,16.55848,GALAXY,0.05183509,1.070402E-05
18.93968,17.73566,17.36233,17.08586,17.01462,GALAXY,0.05534364,8.827714E-06
18.85426,17.76848,17.13084,16.7244,16.49761,GALAXY,0.1107005,7.711612E-06
18.88078,16.94597,15.95814,15.50261,15.11614,GALAXY,0.08599143,2.060427E-05
19.19575,17.69441,16.83761,16.32502,15.91175,GALAXY,0.04645457,1.27669E-05
19.40741,17.69232,16.7487,16.38389,16.06799,GALAXY,0.1125349,2.004152E-05
19.36873,18.10026,17.58634,17.26414,17.08267,GALAXY,0.055378,9.144677E-06
19.48437,18.27992,17.75425,17.44551,17.29591,GALAXY,0.111456,2.06557E-05
18.01466,16.68976,16.03576,15.62906,15.38473,GALAXY,0.05637515,5.43339E-06
18.99973,17.70105,17.04129,16.66665,16.39336,GALAXY,0.1320952,1.643711E-05
18.85769,17.72663,16.99031,16.60439,16.33689,GALAXY,0.1432972,1.31996E-05
18.81218,17.70731,17.15929,16.76631,16.59716,GALAXY,0.09952705,7.560982E-06
18.99531,17.83217,17.38191,17.10897,16.91977,GALAXY,0.04667094,6.828679E-06
19.35377,18.55558,18.19881,17.87298,17.79498,GALAXY,0.1162567,5.483379E-06
18.42988,17.40234,16.87211,16.42667,16.28079,GALAXY,0.1068792,8.163097E-06
18.80933,18.67191,18.66117,18.4383,18.41427,QSO,1.748858,0.0004790919
19.11286,17.42123,16.46738,16.0253,15.67837,GALAXY,0.1115039,2.53057E-05
19.38814,18.33087,17.69091,17.30884,17.06665,GALAXY,0.1435144,1.016885E-05
19.06621,17.25175,16.42165,16.03102,15.71964,GALAXY,0.05119252,1.648955E-05
18.39213,16.45894,15.61182,15.20889,14.85495,GALAXY,0.05800063,1.512001E-05
17.04924,15.7116,15.08924,14.78372,14.5096,GALAXY,0.03028789,1.749328E-05
18.7982,18.79962,18.9265,18.75945,18.75652,QSO,1.853118,0.0004774591
18.11596,16.87127,16.36236,16.03277,15.80321,GALAXY,0.04225605,1.272497E-05
19.57496,18.95158,18.19858,17.7426,17.5479,QSO,0.1957463,2.915222E-05
19.13039,18.94979,18.56991,18.38911,17.98532,QSO,0.3639198,3.227388E-05
18.25058,16.40314,15.56758,15.17592,14.87513,GALAXY,0.03172934,1.189919E-05
18.98342,17.67109,16.98053,16.60043,16.38267,GALAXY,0.09287068,8.815852E-06
19.52018,18.20689,17.38556,16.94604,16.66455,GALAXY,0.1160349,8.464527E-06
19.24683,17.72755,16.97374,16.56706,16.31252,GALAXY,0.08013918,2.517545E-05
18.82871,17.37137,16.67395,16.33165,16.05193,GALAXY,0.08072249,1.535607E-05
17.17225,15.87931,15.33784,15.02248,14.79013,GALAXY,0.03361158,1.664837E-05
18.87049,17.70181,17.09012,16.70857,16.4709,GALAXY,0.1249913,1.142527E-05
19.40959,18.25208,17.65335,17.38474,17.16382,GALAXY,0.05830103,2.149436E-05
18.96368,17.77481,17.257,16.94853,16.67346,GALAXY,0.03286413,5.774878E-06
19.15914,17.6794,17.00341,16.60148,16.37089,GALAXY,0.07428024,1.746359E-05
18.80099,17.72826,17.19808,16.7715,16.65071,GALAXY,0.1062012,6.269092E-06
18.62023,17.65135,17.26996,17.08185,17.06169,GALAXY,0.02193861,1.107758E-05
18.72987,17.7768,17.41404,17.2035,16.97413,GALAXY,0.02626374,5.032889E-06
19.56808,18.10991,17.39485,17.02742,16.77303,GALAXY,0.0863595,1.595629E-05
19.07571,17.58685,16.78977,16.37452,16.06502,GALAXY,0.1236991,1.44385E-05
19.34341,18.21982,17.8255,17.58043,17.43266,GALAXY,0.04675508,7.402023E-06
18.4777,16.63253,15.75166,15.348,14.98326,GALAXY,0.04993641,1.371188E-05
